Election,Election Date,Precinct Code,Precinct Description,Political Party,Voter Count
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3917,PHILA WD 39 DIV 17,DEMOCRATIC,92
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3917,PHILA WD 39 DIV 17,GREEN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3917,PHILA WD 39 DIV 17,NO AFFILIATION,5
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3917,PHILA WD 39 DIV 17,REPUBLICAN,8
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3918,PHILA WD 39 DIV 18,REPUBLICAN,19
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3918,PHILA WD 39 DIV 18,UNKNOWN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3918,PHILA WD 39 DIV 18,NO AFFILIATION,6
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3918,PHILA WD 39 DIV 18,GREEN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3918,PHILA WD 39 DIV 18,DEMOCRATIC,83
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3919,PHILA WD 39 DIV 19,REPUBLICAN,5
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3919,PHILA WD 39 DIV 19,UNKNOWN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3919,PHILA WD 39 DIV 19,NO AFFILIATION,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3919,PHILA WD 39 DIV 19,NO PARTY,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3919,PHILA WD 39 DIV 19,DEMOCRATIC,71
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3920,PHILA WD 39 DIV 20,UNKNOWN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3920,PHILA WD 39 DIV 20,GREEN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3920,PHILA WD 39 DIV 20,NO AFFILIATION,7
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3920,PHILA WD 39 DIV 20,NO PARTY,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3920,PHILA WD 39 DIV 20,DEMOCRATIC,314
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3920,PHILA WD 39 DIV 20,NONE,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3920,PHILA WD 39 DIV 20,REPUBLICAN,5
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3921,PHILA WD 39 DIV 21,DEMOCRATIC,370
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3921,PHILA WD 39 DIV 21,REPUBLICAN,6
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3921,PHILA WD 39 DIV 21,NO AFFILIATION,4
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3922,PHILA WD 39 DIV 22,DEMOCRATIC,169
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3922,PHILA WD 39 DIV 22,GREEN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3922,PHILA WD 39 DIV 22,NO AFFILIATION,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3922,PHILA WD 39 DIV 22,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3922,PHILA WD 39 DIV 22,REPUBLICAN,4
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3923,PHILA WD 39 DIV 23,NO AFFILIATION,5
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3923,PHILA WD 39 DIV 23,INDEPENDENT,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3923,PHILA WD 39 DIV 23,REPUBLICAN,11
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3923,PHILA WD 39 DIV 23,LIBERTARIAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3923,PHILA WD 39 DIV 23,DEMOCRATIC,83
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3924,PHILA WD 39 DIV 24,DEMOCRATIC,275
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3924,PHILA WD 39 DIV 24,LIBERTARIAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3924,PHILA WD 39 DIV 24,NO PARTY,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3924,PHILA WD 39 DIV 24,REPUBLICAN,16
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3924,PHILA WD 39 DIV 24,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3924,PHILA WD 39 DIV 24,NO AFFILIATION,10
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3925,PHILA WD 39 DIV 25,REPUBLICAN,12
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3925,PHILA WD 39 DIV 25,DEMOCRATIC,185
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3925,PHILA WD 39 DIV 25,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3925,PHILA WD 39 DIV 25,UNKNOWN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3925,PHILA WD 39 DIV 25,NO AFFILIATION,4
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3926,PHILA WD 39 DIV 26,DEMOCRATIC,183
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3926,PHILA WD 39 DIV 26,REPUBLICAN,16
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3926,PHILA WD 39 DIV 26,NO AFFILIATION,6
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3927,PHILA WD 39 DIV 27,DEMOCRATIC,144
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3927,PHILA WD 39 DIV 27,NO PARTY,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3927,PHILA WD 39 DIV 27,REPUBLICAN,9
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3927,PHILA WD 39 DIV 27,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3927,PHILA WD 39 DIV 27,NO AFFILIATION,7
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3928,PHILA WD 39 DIV 28,NO AFFILIATION,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3928,PHILA WD 39 DIV 28,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3928,PHILA WD 39 DIV 28,REPUBLICAN,4
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3928,PHILA WD 39 DIV 28,DEMOCRATIC,163
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3929,PHILA WD 39 DIV 29,REPUBLICAN,7
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3929,PHILA WD 39 DIV 29,DEMOCRATIC,173
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3930,PHILA WD 39 DIV 30,REPUBLICAN,7
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3930,PHILA WD 39 DIV 30,DEMOCRATIC,181
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3930,PHILA WD 39 DIV 30,NO AFFILIATION,5
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3930,PHILA WD 39 DIV 30,UNKNOWN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3930,PHILA WD 39 DIV 30,DEMOCRATIC SOCIALIST,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3930,PHILA WD 39 DIV 30,GREEN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3931,PHILA WD 39 DIV 31,DEMOCRATIC,178
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3931,PHILA WD 39 DIV 31,REPUBLICAN,24
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3931,PHILA WD 39 DIV 31,GREEN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3931,PHILA WD 39 DIV 31,NO AFFILIATION,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3932,PHILA WD 39 DIV 32,DEMOCRATIC,98
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3932,PHILA WD 39 DIV 32,REPUBLICAN,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3932,PHILA WD 39 DIV 32,NO AFFILIATION,6
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3932,PHILA WD 39 DIV 32,GREEN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3932,PHILA WD 39 DIV 32,LIBERTARIAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3933,PHILA WD 39 DIV 33,NO AFFILIATION,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3933,PHILA WD 39 DIV 33,DEMOCRATIC,148
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3933,PHILA WD 39 DIV 33,REPUBLICAN,16
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3934,PHILA WD 39 DIV 34,REPUBLICAN,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3934,PHILA WD 39 DIV 34,DEMOCRATIC,129
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3934,PHILA WD 39 DIV 34,NO AFFILIATION,4
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3934,PHILA WD 39 DIV 34,NON-PARTISAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3935,PHILA WD 39 DIV 35,SOCIALIST,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3935,PHILA WD 39 DIV 35,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3935,PHILA WD 39 DIV 35,GREEN,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3935,PHILA WD 39 DIV 35,NON-PARTISAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3935,PHILA WD 39 DIV 35,DEMOCRATIC,152
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3935,PHILA WD 39 DIV 35,LIBERTARIAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3935,PHILA WD 39 DIV 35,NO AFFILIATION,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3935,PHILA WD 39 DIV 35,REPUBLICAN,12
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3936,PHILA WD 39 DIV 36,REPUBLICAN,15
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3936,PHILA WD 39 DIV 36,DEMOCRATIC,208
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3936,PHILA WD 39 DIV 36,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3936,PHILA WD 39 DIV 36,NO AFFILIATION,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3937,PHILA WD 39 DIV 37,DEMOCRATIC,161
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3937,PHILA WD 39 DIV 37,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3937,PHILA WD 39 DIV 37,REPUBLICAN,19
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3937,PHILA WD 39 DIV 37,NO AFFILIATION,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3938,PHILA WD 39 DIV 38,GREEN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3938,PHILA WD 39 DIV 38,NO AFFILIATION,4
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3938,PHILA WD 39 DIV 38,REPUBLICAN,10
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3938,PHILA WD 39 DIV 38,DEMOCRATIC,169
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3938,PHILA WD 39 DIV 38,LIBERAL,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3939,PHILA WD 39 DIV 39,REPUBLICAN,23
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3939,PHILA WD 39 DIV 39,DEMOCRATIC,184
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3939,PHILA WD 39 DIV 39,NO AFFILIATION,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3940,PHILA WD 39 DIV 40,NO AFFILIATION,7
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3940,PHILA WD 39 DIV 40,REPUBLICAN,8
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3940,PHILA WD 39 DIV 40,DEMOCRATIC,73
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3940,PHILA WD 39 DIV 40,OTHER,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3941,PHILA WD 39 DIV 41,REPUBLICAN,25
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3941,PHILA WD 39 DIV 41,DEMOCRATIC,195
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3941,PHILA WD 39 DIV 41,NO AFFILIATION,4
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3942,PHILA WD 39 DIV 42,GREEN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3942,PHILA WD 39 DIV 42,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3942,PHILA WD 39 DIV 42,DEMOCRATIC,137
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3942,PHILA WD 39 DIV 42,LIBERTARIAN,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3942,PHILA WD 39 DIV 42,NO AFFILIATION,6
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3942,PHILA WD 39 DIV 42,REPUBLICAN,21
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3943,PHILA WD 39 DIV 43,NO AFFILIATION,5
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3943,PHILA WD 39 DIV 43,DEMOCRATIC,156
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3943,PHILA WD 39 DIV 43,REPUBLICAN,18
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3944,PHILA WD 39 DIV 44,REPUBLICAN,10
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3944,PHILA WD 39 DIV 44,DEMOCRATIC,139
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3944,PHILA WD 39 DIV 44,NO AFFILIATION,5
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3944,PHILA WD 39 DIV 44,NON-PARTISAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3945,PHILA WD 39 DIV 45,UNKNOWN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3945,PHILA WD 39 DIV 45,DEMOCRATIC,249
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3945,PHILA WD 39 DIV 45,OTHER,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3945,PHILA WD 39 DIV 45,REPUBLICAN,16
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3945,PHILA WD 39 DIV 45,NO AFFILIATION,5
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3945,PHILA WD 39 DIV 45,GREEN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3946,PHILA WD 39 DIV 46,REPUBLICAN,29
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3946,PHILA WD 39 DIV 46,DEMOCRATIC,289
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3946,PHILA WD 39 DIV 46,NO AFFILIATION,13
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3946,PHILA WD 39 DIV 46,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,3946,PHILA WD 39 DIV 46,GREEN,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4001,PHILA WD 40 DIV 01,NO AFFILIATION,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4001,PHILA WD 40 DIV 01,DEMOCRATIC,92
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4001,PHILA WD 40 DIV 01,REPUBLICAN,10
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4002,PHILA WD 40 DIV 02,REPUBLICAN,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4002,PHILA WD 40 DIV 02,DEMOCRATIC,156
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4002,PHILA WD 40 DIV 02,NO AFFILIATION,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4003,PHILA WD 40 DIV 03,LIBERTARIAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4003,PHILA WD 40 DIV 03,NO AFFILIATION,4
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4003,PHILA WD 40 DIV 03,DEMOCRATIC,257
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4004,PHILA WD 40 DIV 04,DEMOCRATIC,173
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4004,PHILA WD 40 DIV 04,NO AFFILIATION,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4004,PHILA WD 40 DIV 04,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4004,PHILA WD 40 DIV 04,OTHER,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4004,PHILA WD 40 DIV 04,REPUBLICAN,4
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4005,PHILA WD 40 DIV 05,AMERICAN INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4005,PHILA WD 40 DIV 05,DEMOCRATIC,242
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4005,PHILA WD 40 DIV 05,NO AFFILIATION,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4005,PHILA WD 40 DIV 05,NO PARTY,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4006,PHILA WD 40 DIV 06,REPUBLICAN,4
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4006,PHILA WD 40 DIV 06,DEMOCRATIC,109
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4006,PHILA WD 40 DIV 06,NO AFFILIATION,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4007,PHILA WD 40 DIV 07,NO AFFILIATION,8
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4007,PHILA WD 40 DIV 07,NO PARTY,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4007,PHILA WD 40 DIV 07,DEMOCRATIC,177
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4007,PHILA WD 40 DIV 07,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4007,PHILA WD 40 DIV 07,REPUBLICAN,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4008,PHILA WD 40 DIV 08,NO AFFILIATION,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4008,PHILA WD 40 DIV 08,DEMOCRATIC,114
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4008,PHILA WD 40 DIV 08,INDEPENDENCE,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4008,PHILA WD 40 DIV 08,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4009,PHILA WD 40 DIV 09,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4009,PHILA WD 40 DIV 09,REPUBLICAN,4
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4009,PHILA WD 40 DIV 09,CONSTITUTIONAL,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4009,PHILA WD 40 DIV 09,DEMOCRATIC,152
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4009,PHILA WD 40 DIV 09,NO AFFILIATION,7
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4010,PHILA WD 40 DIV 10,DEMOCRATIC,75
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4010,PHILA WD 40 DIV 10,REPUBLICAN,4
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4010,PHILA WD 40 DIV 10,NO AFFILIATION,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4011,PHILA WD 40 DIV 11,DEMOCRATIC,117
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4011,PHILA WD 40 DIV 11,REPUBLICAN,6
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4012,PHILA WD 40 DIV 12,REPUBLICAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4012,PHILA WD 40 DIV 12,DEMOCRATIC,97
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4012,PHILA WD 40 DIV 12,NO AFFILIATION,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4013,PHILA WD 40 DIV 13,AMERICAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4013,PHILA WD 40 DIV 13,NO AFFILIATION,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4013,PHILA WD 40 DIV 13,DEMOCRATIC,145
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4013,PHILA WD 40 DIV 13,REPUBLICAN,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4014,PHILA WD 40 DIV 14,REPUBLICAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4014,PHILA WD 40 DIV 14,DEMOCRATIC,129
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4014,PHILA WD 40 DIV 14,NO AFFILIATION,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4014,PHILA WD 40 DIV 14,LIBERTARIAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4015,PHILA WD 40 DIV 15,GREEN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4015,PHILA WD 40 DIV 15,REPUBLICAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4015,PHILA WD 40 DIV 15,DEMOCRATIC,90
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4016,PHILA WD 40 DIV 16,NO AFFILIATION,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4016,PHILA WD 40 DIV 16,REPUBLICAN,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4016,PHILA WD 40 DIV 16,DEMOCRATIC,94
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4017,PHILA WD 40 DIV 17,DEMOCRATIC,93
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4017,PHILA WD 40 DIV 17,REPUBLICAN,8
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4017,PHILA WD 40 DIV 17,NO AFFILIATION,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4018,PHILA WD 40 DIV 18,REPUBLICAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4018,PHILA WD 40 DIV 18,DEMOCRATIC,81
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4019,PHILA WD 40 DIV 19,DEMOCRATIC,96
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4019,PHILA WD 40 DIV 19,NO PARTY,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4019,PHILA WD 40 DIV 19,REPUBLICAN,12
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4020,PHILA WD 40 DIV 20,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4020,PHILA WD 40 DIV 20,DEMOCRATIC,81
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4020,PHILA WD 40 DIV 20,REPUBLICAN,5
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4021,PHILA WD 40 DIV 21,NO AFFILIATION,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4021,PHILA WD 40 DIV 21,NO PARTY,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4021,PHILA WD 40 DIV 21,REPUBLICAN,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4021,PHILA WD 40 DIV 21,DEMOCRATIC,69
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4022,PHILA WD 40 DIV 22,NO AFFILIATION,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4022,PHILA WD 40 DIV 22,REPUBLICAN,7
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4022,PHILA WD 40 DIV 22,DEMOCRATIC,105
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4023,PHILA WD 40 DIV 23,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4023,PHILA WD 40 DIV 23,NO AFFILIATION,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4023,PHILA WD 40 DIV 23,DEMOCRATIC,118
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4023,PHILA WD 40 DIV 23,REPUBLICAN,5
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4024,PHILA WD 40 DIV 24,NO AFFILIATION,5
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4024,PHILA WD 40 DIV 24,DEMOCRATIC,184
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4024,PHILA WD 40 DIV 24,REPUBLICAN,5
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4025,PHILA WD 40 DIV 25,NO AFFILIATION,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4025,PHILA WD 40 DIV 25,REPUBLICAN,6
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,4025,PHILA WD 40 DIV 25,UNKNOWN,1
